continent,mean_temp,temp_std,mean_precip,mean_pm25,n
Oceania,25.036079960994638,5.512272160764116,0.2939288152120917,6.619579132291086,10255
Africa,24.83087824557774,5.312241940352885,0.11190571014792594,23.907728069946167,38668
Asia,24.345846555908157,10.501093335487926,0.14757966879116777,39.92155325104006,37499
Other,23.838191462490528,9.239701195582363,0.17612781005304368,18.06992043452541,3959
North America,22.350744121715078,6.650219197531099,0.11774384508990317,13.910522071824001,18075
South America,18.205444915254237,6.486120366094852,0.13039194915254237,22.892785639938662,9440
Europe,13.527456172134118,9.844389614513863,0.09253518771426184,15.469623983463185,35879
